Epoch,Loss,Recall,NDCG,Training Time
0,90.49150747060776,0.08106967061758041,0.2813534438610077,18.000797748565674
1,59.75128298997879,0.1274765431880951,0.3464556336402893,18.762808084487915
2,52.917198687791824,0.16939660906791687,0.4337705671787262,18.607276678085327
3,49.72088733315468,0.213626429438591,0.4958736300468445,19.054627656936646
4,45.61279082298279,0.2372635155916214,0.5331036448478699,19.8848876953125
5,42.97623999416828,0.2527519762516022,0.5534764528274536,19.90676474571228
6,41.509169310331345,0.262957900762558,0.5704261660575867,17.165130853652954
7,40.15593187510967,0.2741946280002594,0.588789165019989,18.509613037109375
8,38.90779207646847,0.2790350914001465,0.6002951860427856,20.421692371368408
9,37.406853795051575,0.28542259335517883,0.6083345413208008,19.165791749954224
10,36.46792656183243,0.2930411696434021,0.6149570941925049,21.30216336250305
11,35.69895662367344,0.29340705275535583,0.6162683963775635,20.814375400543213
12,35.11249813437462,0.2955893576145172,0.618574857711792,20.04842758178711
13,34.24304756522179,0.29886162281036377,0.6233800649642944,20.142173051834106
14,32.93598312139511,0.3007461130619049,0.6250868439674377,21.897484302520752
15,32.633554473519325,0.30304136872291565,0.6299269795417786,25.953100442886353
16,31.766805961728096,0.304617702960968,0.6279686093330383,20.60410475730896
17,31.489649027585983,0.3065411150455475,0.632240355014801,18.852623224258423
18,30.85301199555397,0.3092314898967743,0.6326289772987366,19.202712059020996
19,30.272748574614525,0.30844420194625854,0.6326587200164795,18.698127031326294
20,30.279831275343895,0.3096754848957062,0.6361735463142395,17.72662854194641
21,29.47739352285862,0.31072497367858887,0.6354332566261292,17.398507118225098
22,28.93018925189972,0.31300634145736694,0.6345928311347961,23.521147966384888
23,28.615360870957375,0.3147399127483368,0.6369280219078064,20.942036390304565
24,28.09013344347477,0.31547263264656067,0.6382458209991455,20.984920024871826
25,27.6114931255579,0.31620848178863525,0.6392813324928284,17.638866424560547
26,27.637956142425537,0.3191937506198883,0.6421213746070862,17.748570680618286
27,27.432124882936478,0.31821003556251526,0.6430497169494629,20.425415992736816
28,26.58853155374527,0.31613272428512573,0.6454341411590576,20.638423442840576
29,26.285883113741875,0.31891530752182007,0.6443126201629639,22.034592151641846
30,26.120659187436104,0.3167498707771301,0.644210696220398,20.275820016860962
31,26.058141618967056,0.320354163646698,0.6454543471336365,19.36425495147705
32,25.325477987527847,0.32389122247695923,0.6497652530670166,22.033600568771362
33,25.149662293493748,0.3226662576198578,0.6522302627563477,19.01418900489807
34,24.874451905488968,0.324358195066452,0.6541498899459839,23.05735206604004
35,24.69716563820839,0.3240201473236084,0.6535473465919495,21.44972324371338
36,24.47918453067541,0.32585039734840393,0.6551219820976257,21.27714204788208
37,24.334047742187977,0.32787778973579407,0.6538243293762207,25.855907201766968
38,23.831641495227814,0.32573243975639343,0.6537331342697144,24.406779289245605
39,23.73530537635088,0.32745885848999023,0.6545674800872803,25.53775644302368
40,23.689390435814857,0.32666823267936707,0.6552682518959045,25.3798885345459
41,22.972448363900185,0.3269473612308502,0.6556771397590637,26.29410457611084
42,22.766020260751247,0.3260810077190399,0.6581649780273438,21.241235494613647
