Epoch,Loss,Recall,NDCG,Precision,Hit Ratio,Training Time
0,52.55180513858795,0.035759296268224716,0.19343210756778717,0.05625662952661514,0.4294803738594055,6.273217678070068
1,35.42811480164528,0.10742706805467606,0.32775112986564636,0.09618239104747772,0.707317054271698,6.2034056186676025
2,29.57962077856064,0.12816590070724487,0.36606621742248535,0.11542947590351105,0.738070011138916,6.178472518920898
3,27.033983677625656,0.15000848472118378,0.4019026756286621,0.12629905343055725,0.782608687877655,6.458723068237305
4,25.66976162791252,0.1681528389453888,0.426277756690979,0.1354188770055771,0.814422070980072,6.306129217147827
5,24.904645055532455,0.18926703929901123,0.45012521743774414,0.14029692113399506,0.8451749682426453,6.517564535140991
6,23.97441852092743,0.2099776417016983,0.4656613767147064,0.1482502669095993,0.8600212335586548,6.541484832763672
7,23.325923681259155,0.2234598696231842,0.48215001821517944,0.15318132936954498,0.8738070130348206,6.596352815628052
8,22.44468891620636,0.24137547612190247,0.5159308910369873,0.16882289946079254,0.8875927925109863,6.774876117706299
9,21.74832183122635,0.25336024165153503,0.5312023162841797,0.17995759844779968,0.9066808223724365,7.029195785522461
10,21.10458965599537,0.25760072469711304,0.5517063140869141,0.19220572710037231,0.9066808223724365,6.728998899459839
11,20.31841768324375,0.2648348808288574,0.5721802115440369,0.20593848824501038,0.9119830131530762,6.714039087295532
12,19.74096877872944,0.2702232897281647,0.5821189880371094,0.20896077156066895,0.9215270280838013,7.001269578933716
13,19.393078312277794,0.2750169336795807,0.5867905020713806,0.2132025510072708,0.922587513923645,6.7748589515686035
14,19.036997571587563,0.27671390771865845,0.5915398597717285,0.2169671207666397,0.9194061756134033,6.891563892364502
15,18.70164942741394,0.28177186846733093,0.595766007900238,0.21988335251808167,0.9289501309394836,7.020222425460815
16,18.22177916765213,0.2813599407672882,0.5940060019493103,0.22232237458229065,0.923647940158844,6.930492639541626
17,17.951461508870125,0.2820124328136444,0.5975468158721924,0.22539767622947693,0.9257688522338867,7.108982801437378
18,17.53021351993084,0.28303229808807373,0.6042365431785583,0.22529162466526031,0.9268292784690857,7.344351053237915
19,17.41491934657097,0.28400206565856934,0.6028467416763306,0.22794273495674133,0.9278897047042847,6.832720518112183
20,17.126824870705605,0.2880384624004364,0.6118867993354797,0.22953340411186218,0.9278897047042847,6.888573408126831
21,16.96229138970375,0.289482444524765,0.6139684915542603,0.23197242617607117,0.9331919550895691,7.435110807418823
22,16.695966705679893,0.2881290316581726,0.6125743985176086,0.23202545940876007,0.924708366394043,7.014235258102417
23,16.416537448763847,0.2892821431159973,0.6171558499336243,0.23107106983661652,0.9268292784690857,6.87261438369751
24,16.250679075717926,0.2916698455810547,0.6178816556930542,0.23361609876155853,0.9257688522338867,6.942397356033325
25,16.081289142370224,0.2932608127593994,0.6165574789047241,0.2353658527135849,0.9289501309394836,6.929461240768433
26,15.754727229475975,0.2941449284553528,0.6222217082977295,0.2347826063632965,0.9300106167793274,7.3094482421875
27,15.605026379227638,0.296597957611084,0.6218444108963013,0.23674443364143372,0.9300106167793274,6.93049693107605
28,15.5725457072258,0.29845303297042847,0.6241765022277832,0.23865322768688202,0.9310710430145264,7.199965238571167
29,15.30972471833229,0.2991754412651062,0.6257509589195251,0.23971368372440338,0.9321314692497253,6.96549916267395
30,15.113754242658615,0.29823070764541626,0.6252831220626831,0.23806999623775482,0.924708366394043,7.082178592681885
31,14.964417055249214,0.29708796739578247,0.6250688433647156,0.2398727536201477,0.924708366394043,6.879596710205078
32,14.874586582183838,0.3003217577934265,0.6255864500999451,0.24072110652923584,0.9278897047042847,6.964367628097534
33,14.717050522565842,0.29972973465919495,0.6282258629798889,0.24093317985534668,0.9310710430145264,8.60499095916748
34,14.481042355298996,0.3008771538734436,0.6290798187255859,0.24156944453716278,0.9310710430145264,9.440744638442993
35,14.526242017745972,0.3002871870994568,0.6279935240745544,0.24151644110679626,0.9278897047042847,8.28683090209961
36,14.236241459846497,0.30232328176498413,0.6313248872756958,0.24156945943832397,0.9310710430145264,8.120276927947998
37,14.14740651845932,0.3021116554737091,0.6336585283279419,0.2416224628686905,0.9289501309394836,8.151194334030151
38,14.044881284236908,0.30404558777809143,0.6353752017021179,0.24257688224315643,0.9310710430145264,8.3755943775177
39,13.980084344744682,0.3036039471626282,0.635096549987793,0.24337221682071686,0.9300106167793274,9.00690484046936
40,13.808719366788864,0.30425041913986206,0.635242760181427,0.2428419589996338,0.9321314692497253,9.28515911102295
41,13.801999032497406,0.3064206540584564,0.6362608075141907,0.24390244483947754,0.9310710430145264,9.338021755218506
42,13.714837700128555,0.30657678842544556,0.6362585425376892,0.24384941160678864,0.9363732933998108,9.187422037124634
43,13.444762989878654,0.3035033941268921,0.6349313855171204,0.24443267285823822,0.9321314692497253,9.16348671913147
44,13.49278049170971,0.3042139708995819,0.634652316570282,0.24443265795707703,0.9310710430145264,9.155508518218994
45,13.343648925423622,0.30563151836395264,0.634606659412384,0.24390242993831635,0.9342523813247681,9.089683771133423
46,13.38116067647934,0.3043868839740753,0.6360666155815125,0.24538706243038177,0.9300106167793274,9.165480613708496
47,13.290688872337341,0.3048369884490967,0.6385182738304138,0.24565216898918152,0.9321314692497253,9.974318742752075
