Epoch,Loss,Recall,NDCG,Training Time
0,86.80322414636612,0.09091816842556,0.28570643067359924,24.630403518676758
1,59.92171737551689,0.14089588820934296,0.3728505074977875,15.795662879943848
2,53.12212419509888,0.17580503225326538,0.42259401082992554,14.671298027038574
3,49.89020299911499,0.20800219476222992,0.46161603927612305,17.641037702560425
4,47.03183555603027,0.2265215814113617,0.5076037049293518,20.53561305999756
5,44.056702479720116,0.23795458674430847,0.522516667842865,18.66805624961853
6,42.15225987136364,0.252268522977829,0.5474263429641724,15.150010824203491
7,40.86808285117149,0.25949960947036743,0.5601255297660828,20.483220100402832
8,39.862794890999794,0.2675527334213257,0.5726528763771057,20.14771819114685
9,38.8187920153141,0.27071720361709595,0.5761600732803345,18.25019073486328
10,37.61463642120361,0.2749662399291992,0.5852029323577881,17.79839825630188
11,36.89687742292881,0.27539965510368347,0.5864956378936768,16.1168475151062
12,36.22336061298847,0.2794564962387085,0.5971090793609619,19.17671298980713
13,35.342920288443565,0.27814263105392456,0.5956599116325378,20.275773763656616
14,34.301837131381035,0.2802034020423889,0.5966743230819702,18.127520084381104
15,34.06987901031971,0.2811436355113983,0.6001537442207336,16.640495538711548
16,33.453654274344444,0.28403499722480774,0.606353223323822,18.180379152297974
17,32.505845338106155,0.2872702479362488,0.6119099855422974,15.369891881942749
18,31.933042407035828,0.28932425379753113,0.6174655556678772,17.217947483062744
19,31.636775866150856,0.29170870780944824,0.6196129322052002,21.17935276031494
20,30.81907418370247,0.2913130521774292,0.6202146410942078,18.374855041503906
21,30.744000285863876,0.2951272428035736,0.6266934275627136,22.2804114818573
22,30.116767436265945,0.29794806241989136,0.6237730979919434,18.62323021888733
23,29.570436120033264,0.29974570870399475,0.629331111907959,17.688652276992798
24,29.423891440033913,0.30297139286994934,0.6306146383285522,19.59459114074707
25,28.459704160690308,0.3054094910621643,0.6288869976997375,16.17071557044983
26,28.40658873319626,0.3051798641681671,0.6292223930358887,16.465961456298828
27,28.18300659954548,0.30701637268066406,0.6278565526008606,18.4626247882843
28,27.820885196328163,0.30526936054229736,0.6303258538246155,23.140106678009033
29,27.115005001425743,0.30672723054885864,0.6311718225479126,19.873884439468384
30,27.141342386603355,0.30661797523498535,0.6322752237319946,19.659380435943604
31,26.830420419573784,0.3084264397621155,0.6343768835067749,16.89082646369934
32,26.56594254076481,0.3104054927825928,0.6373186111450195,17.92700982093811
33,26.602426782250404,0.3089387118816376,0.6353704333305359,20.242859601974487
34,26.0419649630785,0.3074238896369934,0.6361347436904907,16.69734239578247
35,25.98377126455307,0.3063051700592041,0.6337959170341492,14.940995454788208
36,25.59613673388958,0.3094271421432495,0.6364266872406006,17.442349195480347
37,25.25485573709011,0.3078339099884033,0.6374208927154541,18.83064031600952
