Epoch,Loss,Recall,NDCG,Training Time
0,82.91969007253647,0.0965566337108612,0.3136039674282074,18.88370108604431
1,57.72902023792267,0.1157095730304718,0.33093932271003723,19.475025415420532
2,52.12172058224678,0.15485535562038422,0.40066665410995483,20.582996368408203
3,47.43683284521103,0.18485195934772491,0.450298547744751,18.997236013412476
4,45.170412838459015,0.21267831325531006,0.500170111656189,19.246607542037964
5,43.18526718020439,0.23300379514694214,0.5344706773757935,23.76649284362793
6,41.52747271955013,0.2500494718551636,0.5592692494392395,22.896814584732056
7,40.2380578070879,0.26192760467529297,0.5718727111816406,23.45088243484497
8,38.77951620519161,0.26515743136405945,0.5797181725502014,26.682696104049683
9,37.61855609714985,0.27441298961639404,0.5867404937744141,23.120258569717407
10,36.21148666739464,0.27998682856559753,0.5933588147163391,21.784672021865845
11,35.993871599435806,0.28298133611679077,0.6065536737442017,23.40545415878296
12,34.46688632667065,0.28543388843536377,0.6081562638282776,20.03039836883545
13,33.54140339791775,0.2862882614135742,0.611906886100769,19.486902713775635
14,32.93048931658268,0.28863388299942017,0.61524897813797,19.91178798675537
15,31.90968108177185,0.2941023111343384,0.6217024326324463,18.47151207923889
16,31.743860825896263,0.29488834738731384,0.6238230466842651,22.702715158462524
17,31.029890939593315,0.2968622148036957,0.6233801245689392,23.083314895629883
18,30.783509880304337,0.2948787808418274,0.623999834060669,21.94960045814514
19,30.28040137887001,0.2977472245693207,0.631044864654541,23.022794246673584
20,29.49638342857361,0.2989966571331024,0.6302897930145264,22.47311544418335
21,29.321789249777794,0.30031853914260864,0.6300821900367737,21.93335247039795
22,29.076127097010612,0.30339905619621277,0.633144199848175,22.433045864105225
23,28.721032723784447,0.3061750531196594,0.6351830363273621,22.216632604599
24,28.324160262942314,0.3083159923553467,0.6347580552101135,21.856594800949097
25,27.872910916805267,0.30926966667175293,0.6340741515159607,23.863229751586914
26,27.326392337679863,0.3086856007575989,0.6354361176490784,21.924412727355957
27,26.962153866887093,0.31057706475257874,0.6387510299682617,21.457659006118774
28,26.86110410094261,0.31082189083099365,0.6390315294265747,22.045090436935425
29,26.58607690036297,0.31044435501098633,0.6405656933784485,21.507526874542236
30,26.1385580599308,0.31215259432792664,0.641870379447937,23.5560519695282
31,25.870693281292915,0.31355541944503784,0.6459274291992188,24.668080806732178
32,25.314522475004196,0.3154072165489197,0.6446332335472107,22.74920392036438
33,25.34031529724598,0.31682923436164856,0.6451473832130432,21.91144871711731
34,25.53408006578684,0.3186818063259125,0.6472090482711792,21.629199743270874
35,24.700302205979824,0.3174228072166443,0.644910454750061,22.076006174087524
36,24.60502975434065,0.32151442766189575,0.6486634016036987,21.78777813911438
37,24.241153731942177,0.3249428868293762,0.6522712707519531,21.866568565368652
38,24.121428966522217,0.3262765407562256,0.6514787077903748,24.312032461166382
39,23.71958389878273,0.32787081599235535,0.6518386602401733,24.04175329208374
40,23.17002295702696,0.3278528153896332,0.6499054431915283,24.232245445251465
41,23.300259076058865,0.32625389099121094,0.6535205841064453,24.749882459640503
42,23.107875682413578,0.32663097977638245,0.6542883515357971,21.32809543609619
43,22.406704142689705,0.32710888981819153,0.6562410593032837,19.85494565963745
44,22.376233585178852,0.3277953267097473,0.6579307913780212,20.34698796272278
