Epoch,Loss,Recall,NDCG,Precision,Hit Ratio,Training Time
0,85.60951933264732,0.08908938616514206,0.2923627495765686,0.09003182500600815,0.6468716859817505,11.57219934463501
1,58.7320174574852,0.13326957821846008,0.3514052927494049,0.10296924412250519,0.7571579813957214,11.235629320144653
2,50.22232621908188,0.1661871075630188,0.4115571975708008,0.12555673718452454,0.7985153794288635,10.940264701843262
3,46.92708832025528,0.19771058857440948,0.4592612683773041,0.15243902802467346,0.8356309533119202,11.147139072418213
4,44.8964518904686,0.21848876774311066,0.4988366961479187,0.1698303371667862,0.8685047626495361,11.306401014328003
5,43.21877655386925,0.24024906754493713,0.5286145806312561,0.1863732784986496,0.8812301158905029,11.088315725326538
6,41.44243581593037,0.25440850853919983,0.5549752712249756,0.20021207630634308,0.9034994840621948,11.242209911346436
7,40.2440929710865,0.26243919134140015,0.5677244067192078,0.20599152147769928,0.9056203365325928,10.84030294418335
8,38.837209329009056,0.26628008484840393,0.5788379907608032,0.21145279705524445,0.9130434989929199,10.940276145935059
9,37.82510098814964,0.2710643708705902,0.5850155353546143,0.21680806577205658,0.9151643514633179,10.88030743598938
10,36.40002231299877,0.2754610478878021,0.5963322520256042,0.22158005833625793,0.9194061756134033,10.897049188613892
11,35.690173998475075,0.28025293350219727,0.6018187999725342,0.2246553599834442,0.9289501309394836,11.113638877868652
12,34.67242996394634,0.28363579511642456,0.6045722961425781,0.22979849576950073,0.9257688522338867,11.473594903945923
13,33.98919239640236,0.2889883816242218,0.6099544167518616,0.23271475732326508,0.924708366394043,11.460416793823242
14,33.36257830262184,0.29109278321266174,0.6158314347267151,0.23525981605052948,0.9289501309394836,11.078956604003906
15,32.53864708542824,0.29293549060821533,0.6132773160934448,0.23616118729114532,0.9268292784690857,10.943111896514893
16,31.636538118124008,0.2919323146343231,0.6177701354026794,0.23700954020023346,0.9268292784690857,11.075794219970703
17,31.294251143932343,0.29855188727378845,0.6200114488601685,0.24019087851047516,0.9310710430145264,11.55052375793457
18,30.732703179121017,0.2981222867965698,0.6234070658683777,0.23966065049171448,0.9310710430145264,10.944937229156494
19,30.35877053439617,0.299625962972641,0.6232802867889404,0.24135735630989075,0.9310710430145264,10.879997253417969
20,30.287161216139793,0.30100512504577637,0.6274946331977844,0.24141038954257965,0.9321314692497253,11.056992769241333
21,29.346232503652573,0.30015936493873596,0.6285000443458557,0.24098621308803558,0.935312807559967,10.957030057907104
22,28.959879383444786,0.301532506942749,0.6297327876091003,0.2417285293340683,0.9342523813247681,11.22374939918518
23,28.383063048124313,0.30285096168518066,0.6320390701293945,0.2436373382806778,0.9300106167793274,11.049247026443481
24,28.165191143751144,0.30297034978866577,0.6315833330154419,0.24459172785282135,0.9278897047042847,10.876708030700684
25,28.00344254076481,0.30232179164886475,0.6325289011001587,0.2435843050479889,0.9300106167793274,11.10730504989624
26,27.49761711061001,0.30411243438720703,0.6324992775917053,0.24411451816558838,0.9300106167793274,11.894816637039185
27,27.417385324835777,0.30394113063812256,0.6353306770324707,0.24464474618434906,0.9331919550895691,11.06484842300415
28,27.02799564599991,0.3056550920009613,0.6345353126525879,0.24591729044914246,0.9321314692497253,13.110298156738281
29,26.485977798700333,0.30711182951927185,0.6364415884017944,0.24650052189826965,0.935312807559967,12.513410568237305
30,26.209845826029778,0.30836719274520874,0.6360276937484741,0.24787908792495728,0.9374337196350098,13.04200029373169
31,26.261691316962242,0.30934080481529236,0.6337029933929443,0.24729585647583008,0.9395546317100525,13.951379299163818
32,26.044759824872017,0.31208428740501404,0.6345492005348206,0.24862141907215118,0.9416754841804504,12.70463252067566
33,25.591853834688663,0.3125000298023224,0.639216959476471,0.25106045603752136,0.9427359700202942,13.497076511383057
34,25.073701791465282,0.31437596678733826,0.6406885385513306,0.25148463249206543,0.9448568224906921,14.079951524734497
35,24.836691960692406,0.3132087290287018,0.6408287286758423,0.2518027424812317,0.9406150579452515,13.418834924697876
36,24.690258413553238,0.3164634704589844,0.6416187882423401,0.25349947810173035,0.9416754841804504,14.118455171585083
37,24.503393352031708,0.318437784910202,0.6453816294670105,0.25593850016593933,0.9416754841804504,14.845559358596802
38,24.2162831351161,0.3200869560241699,0.6479592323303223,0.2568929195404053,0.9427359700202942,14.337090015411377
39,24.192798130214214,0.3210313618183136,0.6499139666557312,0.2562566101551056,0.9448568224906921,13.974297046661377
40,23.66011206060648,0.3217039406299591,0.6514992713928223,0.25795331597328186,0.9437963962554932,13.971239566802979
41,23.521460600197315,0.32422101497650146,0.6554317474365234,0.2606044411659241,0.9469777345657349,14.615526914596558
42,23.175052978098392,0.32771509885787964,0.6565901637077332,0.2620360553264618,0.9490986466407776,14.160593271255493
43,22.985622383654118,0.3279556632041931,0.6584728956222534,0.26230114698410034,0.9480381608009338,13.994626522064209
44,22.40411289781332,0.32638072967529297,0.6581734418869019,0.2627783715724945,0.9437963962554932,14.262527465820312
45,22.320342294871807,0.3287641108036041,0.6578690409660339,0.26373276114463806,0.9459173083305359,14.572021007537842
46,22.076700307428837,0.3357498049736023,0.6614344120025635,0.2671261727809906,0.9512194991111755,13.93530797958374
47,21.789663709700108,0.33418887853622437,0.6638215780258179,0.26686108112335205,0.9522799849510193,13.80768370628357
48,21.764443822205067,0.33691203594207764,0.6657215356826782,0.26861080527305603,0.9533404111862183,14.300397872924805
49,21.73099885135889,0.3332872986793518,0.6645055413246155,0.2671792209148407,0.9533404111862183,13.836960077285767
50,21.266903817653656,0.33779531717300415,0.6624494194984436,0.2689289450645447,0.9522799849510193,13.92725920677185
51,21.20266605913639,0.33718445897102356,0.6661070585250854,0.2686108350753784,0.9522799849510193,12.411462306976318
52,20.957850620150566,0.33881139755249023,0.6677960157394409,0.26861080527305603,0.95652174949646,12.180226564407349
53,20.805082142353058,0.3386927545070648,0.668281614780426,0.2691940665245056,0.9544008374214172,12.299379110336304
54,20.968255296349525,0.33819568157196045,0.6684638857841492,0.2684517204761505,0.9522799849510193,12.641714334487915
55,20.26494210958481,0.3376193046569824,0.6692540645599365,0.2679745554924011,0.9533404111862183,12.797872066497803
56,20.119164258241653,0.3392743468284607,0.6682145595550537,0.2683987319469452,0.9512194991111755,12.763409614562988
57,20.398116417229176,0.33656173944473267,0.6692298650741577,0.26866385340690613,0.9501590728759766,13.03580117225647
58,19.54245512932539,0.3400748372077942,0.6711543798446655,0.27009543776512146,0.9533404111862183,12.674101829528809
59,19.385821491479874,0.3405683636665344,0.6698060631752014,0.2723223567008972,0.9501590728759766,13.207769632339478
60,19.780371323227882,0.3417647182941437,0.6690173149108887,0.2723223567008972,0.9480381608009338,12.827604055404663
61,19.605727337300777,0.3398359417915344,0.6738178133964539,0.2722163498401642,0.9480381608009338,14.083482503890991
62,19.185258992016315,0.34086453914642334,0.6763029098510742,0.2727995812892914,0.9522799849510193,14.250231504440308
63,19.04616755247116,0.33974549174308777,0.6745917201042175,0.27189818024635315,0.9469777345657349,17.322152376174927
64,19.162820637226105,0.33801549673080444,0.6757497787475586,0.27131494879722595,0.9544008374214172,16.971470594406128
65,18.735022328794003,0.340629905462265,0.6766306161880493,0.27253445982933044,0.955461323261261,17.1792573928833
