Epoch,Loss,Recall,NDCG,Precision,Hit Ratio,Training Time
0,146.8104209601879,0.10265608876943588,0.32111093401908875,0.09549310803413391,0.6702014803886414,21.11996841430664
1,111.08781892061234,0.16164693236351013,0.39232563972473145,0.11458113044500351,0.7804877758026123,20.359917879104614
2,99.86817416548729,0.19109676778316498,0.4700547754764557,0.1374337077140808,0.8430540561676025,20.498005151748657
3,90.65520232915878,0.21135829389095306,0.5092711448669434,0.15858961641788483,0.8748674392700195,20.28972625732422
4,84.5846447199583,0.2389765828847885,0.544392466545105,0.18213149905204773,0.8886532187461853,20.20817732810974
5,80.32827137410641,0.253993958234787,0.5663143396377563,0.19867445528507233,0.8950158953666687,19.956151485443115
6,76.16223226487637,0.26495715975761414,0.5778272151947021,0.21139979362487793,0.9098621606826782,20.13656997680664
7,73.25351460278034,0.2713778018951416,0.5940718054771423,0.2202014923095703,0.9130434989929199,20.74117636680603
8,70.41300252079964,0.2767329514026642,0.5991111397743225,0.22592787444591522,0.9162248373031616,23.796727180480957
9,68.92935229837894,0.28021273016929626,0.604361355304718,0.22942736744880676,0.9204666018486023,22.759355783462524
10,66.89037799835205,0.2831088602542877,0.6065179705619812,0.23133616149425507,0.923647940158844,19.3439302444458
11,64.23179671168327,0.2859220504760742,0.6116617321968079,0.2334040403366089,0.9215270280838013,19.219849824905396
12,62.99313306808472,0.2907211184501648,0.6177432537078857,0.2353658527135849,0.9310710430145264,19.497700452804565
13,61.318445071578026,0.29577675461769104,0.6236146092414856,0.23812302947044373,0.9363732933998108,20.166096448898315
14,59.2433719933033,0.2984868288040161,0.6255889534950256,0.2397666871547699,0.9374337196350098,19.769371032714844
15,57.978792160749435,0.3005868196487427,0.6295602917671204,0.24056203663349152,0.935312807559967,20.442749738693237
16,57.841497614979744,0.30090638995170593,0.6278901696205139,0.2423647791147232,0.9331919550895691,19.888550996780396
17,55.32646845281124,0.3032698929309845,0.6324453949928284,0.2442736029624939,0.9374337196350098,19.662444353103638
18,55.59824735671282,0.30711814761161804,0.6331889629364014,0.24581122398376465,0.9331919550895691,25.336049556732178
19,53.318759858608246,0.3092356324195862,0.6333425641059875,0.24846236407756805,0.9310710430145264,26.16676616668701
20,53.26130924373865,0.3097167909145355,0.6353242993354797,0.24888651072978973,0.935312807559967,25.760478019714355
21,52.85488151013851,0.3108983635902405,0.6377171874046326,0.24952282011508942,0.9374337196350098,24.796992778778076
22,51.68400839716196,0.31522488594055176,0.6398481726646423,0.2518027424812317,0.9374337196350098,25.908466339111328
23,51.119463704526424,0.3148442506790161,0.6418343186378479,0.2523329555988312,0.9406150579452515,23.289162635803223
24,50.20245102792978,0.3155369162559509,0.6435178518295288,0.2543478310108185,0.935312807559967,22.136513233184814
25,48.85795433074236,0.3197079002857208,0.6459081768989563,0.25678685307502747,0.9384941458702087,22.958049297332764
26,48.790200747549534,0.3206300735473633,0.6468400359153748,0.25715798139572144,0.9427359700202942,22.147356271743774
27,47.929628759622574,0.3242422640323639,0.6480987071990967,0.2589077353477478,0.9448568224906921,22.054373502731323
28,46.94450677931309,0.3264669179916382,0.6485467553138733,0.2602333128452301,0.9427359700202942,23.568790197372437
29,46.36678097397089,0.32893839478492737,0.6507506966590881,0.26235419511795044,0.9437963962554932,21.628364324569702
30,45.258844204247,0.3286622166633606,0.6538625359535217,0.2626723349094391,0.9437963962554932,20.977986574172974
31,44.776168033480644,0.3285302519798279,0.6535276770591736,0.2631494998931885,0.9437963962554932,23.005791187286377
32,43.674103021621704,0.33154404163360596,0.6576590538024902,0.2644750773906708,0.9490986466407776,21.6674382686615
33,43.84712419658899,0.33268898725509644,0.6596850752830505,0.2661187946796417,0.9459173083305359,21.338340759277344
34,42.421910516917706,0.33281654119491577,0.6623989939689636,0.2667020261287689,0.9469777345657349,22.592177629470825
35,42.01474064588547,0.3376065492630005,0.6656697988510132,0.26739129424095154,0.9533404111862183,21.91312265396118
36,41.41490350663662,0.3388892710208893,0.6635047197341919,0.2692470848560333,0.9512194991111755,21.754995346069336
37,41.403511732816696,0.33828505873680115,0.6627211570739746,0.26940613985061646,0.9512194991111755,22.369747161865234
38,40.34058699011803,0.3409157395362854,0.665274441242218,0.2709968090057373,0.95652174949646,22.215194702148438
39,39.78209497779608,0.33887699246406555,0.6702889800071716,0.2705196142196655,0.9533404111862183,22.798375368118286
40,39.41742072254419,0.3416309356689453,0.6677700877189636,0.27205726504325867,0.9512194991111755,21.938600540161133
41,38.969237104058266,0.3413919508457184,0.666705310344696,0.273488849401474,0.9501590728759766,21.21576476097107
42,37.95549139380455,0.3437853455543518,0.667866587638855,0.2747083902359009,0.9512194991111755,21.027915239334106
43,37.91402645409107,0.3452932834625244,0.6705525517463684,0.275238573551178,0.9533404111862183,21.411630868911743
44,37.09732053428888,0.34271857142448425,0.6703841090202332,0.27523863315582275,0.9490986466407776,21.881145000457764
45,37.281388126313686,0.3463646173477173,0.6701906323432922,0.27645811438560486,0.9512194991111755,21.867295026779175
46,36.39445846155286,0.3435388505458832,0.6711925864219666,0.2761399745941162,0.9501590728759766,21.760518550872803
47,36.40351528674364,0.3483615517616272,0.6685866117477417,0.27762457728385925,0.9533404111862183,21.65642213821411
48,35.558044612407684,0.34220749139785767,0.6717854142189026,0.2766701877117157,0.9490986466407776,23.09796452522278
49,35.227254658937454,0.34176912903785706,0.672443687915802,0.2753446400165558,0.9437963962554932,22.372133255004883
50,34.917645148932934,0.34341347217559814,0.6711704134941101,0.27651113271713257,0.9512194991111755,21.29554533958435
51,34.31248130649328,0.34665703773498535,0.6743354201316833,0.2761929929256439,0.955461323261261,24.533788919448853
