Epoch,Loss,Recall,NDCG,Training Time
0,86.59999021887779,0.09476779401302338,0.2990664839744568,12.264885425567627
1,61.022464483976364,0.12382848560810089,0.35198745131492615,12.215678930282593
2,54.30223074555397,0.173561692237854,0.4171350598335266,12.163307666778564
3,48.30935510993004,0.20235686004161835,0.4804539382457733,12.020919799804688
4,45.365701258182526,0.21885666251182556,0.5051825642585754,12.050260782241821
5,43.42090301215649,0.23522020876407623,0.5340192317962646,12.167282342910767
6,42.24258427321911,0.24807174503803253,0.5502671003341675,12.052242517471313
7,41.11208990216255,0.25905609130859375,0.5689524412155151,12.172229051589966
8,39.53491649031639,0.26812371611595154,0.5810588002204895,12.04720664024353
9,38.279416993260384,0.2749192714691162,0.5895630121231079,12.06600546836853
10,37.41872996091843,0.27787119150161743,0.5924376249313354,12.208520650863647
11,36.90537518262863,0.2816833555698395,0.5951977372169495,12.170772314071655
12,35.12441395223141,0.28521960973739624,0.6026053428649902,12.483068466186523
13,34.75090029835701,0.28935137391090393,0.6072039008140564,12.25985860824585
14,33.51783159375191,0.2931026518344879,0.6128575205802917,12.270345687866211
15,32.99362240731716,0.29232552647590637,0.6151614785194397,12.403007984161377
16,31.90079791843891,0.2937847375869751,0.6190223097801208,12.228212118148804
17,32.047534108161926,0.29590287804603577,0.6210606098175049,12.58433198928833
18,30.935329779982567,0.2962428629398346,0.6221877336502075,12.33735179901123
19,30.57299530506134,0.2982986271381378,0.6248701214790344,12.353113412857056
20,30.05102051794529,0.2991650104522705,0.6279401183128357,12.309900522232056
21,29.64429286122322,0.2988423705101013,0.6279516816139221,12.548006534576416
22,29.10488347709179,0.2974276840686798,0.6282665729522705,12.189199686050415
23,28.73337434232235,0.30011481046676636,0.6279423832893372,12.403015851974487
24,28.294041872024536,0.3028959333896637,0.6286094188690186,12.651323795318604
25,28.103917688131332,0.3009164035320282,0.6312530040740967,12.55789041519165
26,28.06227394938469,0.305023729801178,0.6320661902427673,12.639973878860474
27,27.353535369038582,0.30737265944480896,0.6346911787986755,12.518975973129272
28,27.524976447224617,0.30865633487701416,0.6354694366455078,12.758924722671509
29,26.97994850575924,0.30972525477409363,0.6360728740692139,12.596008539199829
30,26.872354492545128,0.3101496696472168,0.639305055141449,12.618124008178711
31,26.066633589565754,0.3124532997608185,0.6395002007484436,12.718387603759766
32,26.034993439912796,0.31337180733680725,0.6392421126365662,13.916202306747437
33,25.783973336219788,0.3156909942626953,0.6409789323806763,14.151021957397461
34,24.97680552303791,0.3201914131641388,0.643029510974884,12.936769485473633
35,25.295198559761047,0.32149630784988403,0.6438204050064087,12.466428995132446
36,24.773366451263428,0.3180946409702301,0.6446259021759033,12.807908535003662
37,24.818778164684772,0.32182809710502625,0.6460661292076111,12.648265838623047
38,24.29122795909643,0.32130634784698486,0.6485899686813354,12.678174495697021
39,24.21133977919817,0.3203650414943695,0.6483349800109863,12.635600090026855
40,23.45908811688423,0.32209932804107666,0.6513037085533142,12.836992979049683
41,23.528413251042366,0.3224623203277588,0.6502794027328491,12.42577052116394
42,23.19432719051838,0.32505184412002563,0.6553905606269836,12.864851951599121
43,22.811244674026966,0.3247877061367035,0.6591261625289917,12.716824769973755
44,22.964607909321785,0.3280845880508423,0.6570489406585693,12.54799509048462
45,22.344957806169987,0.3285069167613983,0.6561116576194763,12.680388689041138
46,22.21818706393242,0.3305060565471649,0.657349169254303,12.741599082946777
47,22.416338972747326,0.3313309848308563,0.6587658524513245,12.60854983329773
48,21.95657406747341,0.33285045623779297,0.6598961353302002,13.008798360824585
49,21.985944353044033,0.3337482810020447,0.6621657013893127,12.800257921218872
50,21.957667350769043,0.3358585238456726,0.6627242565155029,12.79207968711853
51,21.09301968663931,0.33631688356399536,0.6656796932220459,12.618780136108398
52,21.40446589142084,0.33444738388061523,0.6673921942710876,12.56623387336731
53,20.955872029066086,0.3372111916542053,0.6653814315795898,12.67393946647644
54,20.66547131538391,0.33747339248657227,0.6648457050323486,12.666114330291748
55,20.53882424533367,0.33628353476524353,0.6664588451385498,12.735328912734985
56,20.412113092839718,0.3373573422431946,0.6665250062942505,13.227333307266235
57,20.35491269081831,0.335997611284256,0.6690109372138977,12.910107374191284
58,19.95952696353197,0.3351771831512451,0.6670668125152588,12.820417165756226
59,19.651446662843227,0.33743172883987427,0.6677504181861877,12.621730089187622
