Epoch,Loss,Recall,NDCG,Training Time
0,278.53460344672203,0.13859064877033234,0.3758333623409271,29.933334350585938
1,205.51395258307457,0.1924276351928711,0.4510628581047058,30.922849416732788
2,180.21377538144588,0.23633700609207153,0.5197018384933472,32.19231104850769
3,162.84675952792168,0.25460782647132874,0.5512513518333435,32.569499015808105
4,153.9431923031807,0.26487302780151367,0.5700073838233948,39.93161725997925
5,144.95410259068012,0.27125149965286255,0.5905560255050659,44.28581261634827
6,139.9715538918972,0.2764347195625305,0.6000940799713135,44.971550703048706
7,134.69164429605007,0.28119024634361267,0.6072894930839539,45.0154492855072
8,128.25438943505287,0.2876267731189728,0.6132575869560242,44.356489419937134
9,123.09082274138927,0.29151731729507446,0.6155233979225159,44.396515130996704
10,119.2863632813096,0.2932604253292084,0.616395115852356,43.88461184501648
11,115.67371728271246,0.298069030046463,0.6221051812171936,44.77744722366333
12,112.7567405551672,0.29899901151657104,0.622048556804657,44.07847547531128
13,110.63154209405184,0.3035995662212372,0.6245170831680298,44.438499450683594
14,107.49178609997034,0.30186933279037476,0.628081738948822,52.221145153045654
15,106.89897959679365,0.30637022852897644,0.632732093334198,56.388081789016724
16,103.2174304574728,0.3079591691493988,0.6368679404258728,56.152334213256836
17,101.84814145416021,0.30825939774513245,0.6346301436424255,55.87077236175537
18,97.93549519777298,0.31204748153686523,0.6374160051345825,57.71009635925293
19,97.3403846397996,0.31008654832839966,0.6380002498626709,56.932918548583984
20,96.2216697782278,0.3094791769981384,0.6369606256484985,57.122385025024414
21,93.48735035955906,0.31112122535705566,0.6394079923629761,58.14911985397339
22,92.37316160649061,0.3130391836166382,0.6426710486412048,57.796653747558594
23,91.3192650154233,0.3193865418434143,0.6432586312294006,51.96320986747742
24,88.02124096080661,0.3170930743217468,0.64505535364151,45.594239234924316
25,87.60622384399176,0.31988009810447693,0.645704448223114,41.480698108673096
26,85.13082883507013,0.32355403900146484,0.6510278582572937,37.207234144210815
27,85.63254453241825,0.32479310035705566,0.6517044901847839,32.96751093864441
28,83.20386803895235,0.3228324353694916,0.6509108543395996,31.283670663833618
29,81.06722770258784,0.3204187750816345,0.6556223630905151,31.06294560432434
30,80.53947960957885,0.32724225521087646,0.6546887755393982,31.275084495544434
31,79.25123211741447,0.3319633901119232,0.659540593624115,31.56392002105713
32,76.42488287761807,0.32792750000953674,0.6554723381996155,31.52284526824951
33,76.79210109263659,0.3321172893047333,0.6576207876205444,31.775323390960693
34,73.28930778428912,0.33482223749160767,0.6618918180465698,32.13908863067627
35,74.40699684247375,0.33718547224998474,0.6628636717796326,31.764917135238647
36,72.95714551582932,0.33705416321754456,0.659156322479248,32.41737222671509
37,71.96354714781046,0.33932918310165405,0.6609616279602051,32.14806151390076
38,69.25156021490693,0.33828502893447876,0.6626933813095093,31.688246488571167
39,69.27791906148195,0.3405943810939789,0.6637885570526123,31.80555558204651
40,67.38993945717812,0.3370286226272583,0.6623861193656921,35.77905797958374
41,67.61548403650522,0.33670857548713684,0.6617079377174377,39.8773193359375
42,64.76665439084172,0.33622658252716064,0.6622960567474365,40.06952142715454
43,63.98918281495571,0.33849912881851196,0.6657446026802063,38.95128631591797
44,62.94994590058923,0.3386269807815552,0.6617643237113953,38.80535316467285
