,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
0,-0.31268874,-0.32200283,-0.075283185,-0.6685945,-0.18337202,-0.4868543,0.3686826,-0.5717835,-0.20526609,-0.34976575,0.39207,0.09121902,0.4982912,0.6686333,-0.5002621,0.22855912,-0.094297335,0.46393165,0.6394309,-0.35790393,0.23866715,0.3262286,0.020598553,0.2483676,-0.36217448,0.5132692,-0.062338818,0.5873867,0.31085166,0.22703253,0.06639885,-0.16006395,0.39189819,-0.052620526,0.329008,-0.5066406,-0.59811646,0.43477646,-0.6617818,0.39090022,0.34558058,-0.051757473,-0.65920043,-0.40833092,0.17984682,0.5575999,0.65988725,-0.28710696,0.5233172,-0.22974055,-0.4420508,-0.4125182,-0.3382594,-0.32204837,0.24578036,0.48983756,0.42830646,0.11760368,0.42181712,-0.5215617,0.13369095,0.07133824,-0.08811857,-0.20258881,-0.00050875277,-0.001280059,-0.0020085953,-0.005761302,-0.0008349046,-0.001320722,0.015348111,-0.0003993103,-0.00027526368,-0.002639117,-0.004878919,-0.001615745,-0.0043090177,0.06423614,-2.9504312e-05,-0.0013783989,0.07238169,0.021592598,-0.004898739,0.052996736,0.05370657,0.081194386,0.17555101,-0.00241486,0.36340848,0.29253316,0.15615791,-0.0076663853,0.05202903,-0.0043025333,0.0843307,0.20131531,-0.0028636192,0.10856165,0.09194878,-0.00051184266,-0.00046369157,-0.0009350723,-0.0010868658,0.38677242,0.048879247,0.10428836,-0.00088590017,-0.0057503865,0.38233808,-0.0007408513,-0.0036638214,-8.536088e-05,-0.0003360043,-0.0005725401,0.059794698,-0.00029518857,-0.0019181899,-0.0005736908,0.16096655,-9.762388e-05,0.1285534,-0.0026673342,0.37244278,-0.007852407,0.06160513,-0.001886622,-0.0027969084,0.36919993,-0.00026014316,-0.0008702456,0.011677575,-0.0040116445,0.25355673,-0.005290993,-0.0005112306,-0.0022976112,0.0013258689,-0.0011189503,0.010528676,0.036338836,0.14991672,-0.0014943063,-0.0011670565,-0.00035034213,-0.0010923806,-0.00028866006,-0.00012212613,0.0024441027,0.12251028,-0.0023985687,-0.0034772567,-0.0042228005,0.2361441,-0.00037852873,-0.0069506825,0.018648291,0.29095855,-0.0011128318,0.1131591,-0.002891735,0.3811481,0.14245547,0.07841847,-6.30204e-05,-0.0022849117,0.12622769,0.14437073,0.03715287,0.1769112,0.23547521,-0.0026207904,-0.0032890437,-0.0013806765,-0.0053878464,0.19032031,0.08829155,0.14863282,0.44446355,0.3808099,0.16725484,-0.008260656,-0.0013177,-0.0055013215,-0.00015492873,-0.0011207871,0.087537065,-0.0010974355,0.042713925,-0.0005078297,-0.00020913729,-0.0038321884,-0.0002458851
1,-0.2442228,0.008009443,-0.16428135,0.03639041,-0.16858317,0.008353064,0.2190214,0.022134563,-0.24992657,0.06448313,0.21694379,-0.23413852,0.13778959,-0.18105105,-0.062413514,-0.007969143,0.0063369498,-0.04150175,0.1501887,0.08714196,-0.055540185,0.03281446,-0.32899153,0.021610415,-0.13675314,0.092437275,0.006691473,-0.121754296,0.06430683,-0.14073138,0.19415209,-0.026267713,0.095139876,-0.3297234,-0.10668165,0.041516,-0.1254612,-0.1557492,-0.049575817,0.05548479,-0.046910353,0.08894204,0.08969565,-0.06677485,-0.09977,-0.117141284,0.123634316,0.038316473,0.029702345,0.07549278,-0.1544476,-0.21119282,-0.10793203,-0.15738958,-0.056775786,0.09225943,0.028341211,0.19820687,-0.0641925,-0.10694299,-0.28189167,0.13834852,-0.05276149,-0.042550962,0.012960323,-0.0012486689,-0.0014717291,-0.0029455563,-0.0023394087,-0.0017425276,-0.0015526022,-0.0030199385,-0.004107325,-0.0015899355,-0.0057126293,-0.0016400337,-0.0035508615,-0.0029992822,-0.0021314982,-0.0008800896,0.018018808,0.2576994,-0.0018175056,0.21983056,-0.004721335,0.077620976,0.38061717,-0.0035749348,-0.0004301057,-0.0037710362,0.398712,-0.0040366324,0.3969819,-0.002282604,-0.0002730069,-9.96306e-05,-0.0005919514,-0.0018029315,0.21821411,0.12004065,-0.00054740044,-0.0025201659,-0.003922511,-0.00034582475,0.28145784,0.09115852,-0.002016548,-0.0031319035,-0.0010207439,0.19187436,-0.002308195,-0.000980095,-0.0008765907,-0.0013362282,0.18247795,0.11044827,-0.0013801671,-0.0019714055,0.17054175,0.24473496,-0.0006865633,-0.0008550842,-0.00024259344,-0.0039046146,0.31014436,-0.0017499966,-0.0026564337,-0.002120834,-0.0020992418,-0.0010207923,0.5891536,-0.0023852948,-0.00065085484,-0.004581186,-0.00040746047,-0.002117556,-0.0006632605,-0.0010831098,0.058271237,-0.00091935456,0.47906014,-0.0014906507,-0.0036617375,-0.001656089,-0.0014449904,-0.0034437154,-0.0007643613,-0.0017876336,-0.00088164775,-0.00056794536,-0.0026590559,-0.0048539294,-0.0012820439,0.09273817,-0.0044920333,0.18993407,0.07485917,-0.00089438155,0.19218196,-0.002568484,-0.00038275574,-0.0006464429,-0.0017336392,-0.0004587701,-0.002126631,-0.0003010782,-0.0039546858,-0.0034735696,-0.0005485082,-0.0020257703,-0.0024541148,-0.003545116,-0.0003249732,-0.005275734,0.2755287,-0.0004478515,0.07083056,-0.0027918897,0.1072945,-0.0009843454,-0.0071424735,0.0023583297,-0.0017548972,0.22102156,-0.0013428549,0.024349524,-0.0009979294,0.3687509,-0.00015227302,0.23369597,-0.0014609116,-0.0037107293
2,-0.1041776,-0.1480577,-0.2273178,-0.07438202,0.062346555,-0.22541101,-0.06131358,0.114245065,0.016697936,-0.13090803,-0.05776101,-0.087796934,0.17220286,0.10557343,-0.15702203,0.02112933,0.012858896,0.2825748,0.1641475,-0.07228952,-0.055289485,0.068596505,-0.10224126,0.1768057,-0.050206054,0.15802346,0.17824526,0.31790373,0.0065255337,-0.0695487,-0.015229107,0.19098957,0.17534955,0.09393853,-0.057566453,-0.1796926,-0.14816274,0.04618588,0.08126794,0.0443705,0.074949905,0.03664658,-0.06193032,-0.10651908,-0.28489274,0.14927362,0.076373555,-0.10381897,-0.0049403748,-0.030782837,-0.0004033781,-0.032579154,0.029548058,0.096136585,0.30339214,0.058900584,-0.11167727,0.13912803,0.06094189,-0.07911352,-0.058589622,0.0035477057,-0.02142075,0.09019319,-0.0011464994,-0.0014812486,-0.0013485481,-0.0027141848,-0.0023312569,-0.0023356916,-0.0016923274,-0.0031451867,0.07929402,-0.002623505,-0.0036871866,-0.0016475023,-0.0024426111,0.01268569,-0.0020047151,-0.0008251764,-0.0021069814,0.1019447,-0.0026666448,-0.0007871549,-0.0023306161,-0.0008326194,0.09915685,-0.0013095421,0.17381106,-0.00650922,0.13482714,-0.0032074696,0.12956163,-0.0018577316,0.22869708,-0.00060829194,-0.003340403,0.13694143,0.16951059,-0.00015819665,-0.0014454561,-0.0027027966,-0.0013550338,0.54862744,0.27973995,0.14856741,-0.0028693941,-0.0028020754,0.30013716,-0.0018261957,-0.0016635909,-0.0006532775,-0.001991362,-0.0017317855,-0.0002575792,0.109141044,-0.002639366,-0.0017239802,-0.00046914248,-0.0012024448,-1.4189025e-05,-0.00076190033,0.3681206,-0.0033408613,0.17691472,-0.0032117928,-0.004407989,0.37146515,0.124673165,-0.0016149194,0.4526682,-0.005481095,-0.003539252,-0.007553768,-0.0002587005,-0.0045877174,-0.0013954535,-0.0014427849,-0.00094733876,0.2096284,-0.00024082373,-0.0020228364,-0.0047943546,0.059156366,-0.0011991496,-0.00027681445,-0.0014363071,-0.0012070837,-0.001940962,-0.0024252748,-0.004952605,-0.007171014,-0.00082376733,0.040309623,-0.008419078,0.2280512,0.39182082,-0.0014974374,0.10519606,-0.0045855213,0.22202776,0.006499287,0.1626715,-0.0008800679,-0.0038265586,0.008459,-0.0024749327,-0.0033448767,-0.0016782052,-0.0025634773,-0.0034617605,-0.005672267,-0.00062858267,-0.0065657697,-0.00095005333,0.020885244,-0.0015316731,0.4430832,0.46072632,-0.0058648447,-0.00947173,-9.877478e-05,-0.006818085,0.14375372,-0.0020640672,-0.00084488536,-0.0010197439,0.087364346,-0.0021363779,-0.0018184583,-0.0044913804,-0.0025548998
3,-0.3429946,-0.15738899,-0.048381478,-0.013252844,-0.19825391,0.14504157,0.478001,-0.0044075795,-0.24397054,-0.096964784,0.15163931,-0.058522176,0.21825692,-0.17036058,-0.15379322,0.08722679,0.060353752,-0.13046306,0.23199171,-0.1428656,0.018093172,-0.060246903,-0.13207115,0.2948648,-0.42969182,0.062253475,-0.10448149,-0.09703796,0.1395351,-0.10429443,-0.0019139841,-0.15278316,0.057178892,-0.23770072,0.04579604,0.055629633,-0.2607662,0.030626917,-0.08664224,0.16605006,-0.016931107,0.046894394,0.07615318,-0.36434978,0.15103967,0.102612466,0.21144441,-0.19242173,0.20496714,-0.08302339,-0.3436364,-0.31536815,-0.14698656,-0.19838178,-0.02971212,-0.13451783,0.21446475,0.22679688,0.056856018,-0.40364444,-0.039187595,-0.0174632,0.08784275,0.0031129867,0.051293697,-0.001519757,-0.0017125127,-0.0038095675,-0.0017260287,-0.00041264415,-0.0007632725,-0.0026275942,-0.0010095531,-0.0014130794,-0.0043488597,-0.0014647548,-0.0034646087,-0.0022751084,-0.0018028055,-0.0012343941,0.21804988,0.23282029,-0.0018166027,0.31434163,-0.0022397758,0.13342634,0.47660175,-0.0019582727,0.0007600416,0.010895951,0.11022822,-0.0043403376,0.22960183,-0.002197089,0.065820135,-0.00014575584,0.08244722,0.1830154,0.22224571,0.30202207,-0.0012105806,-0.0016536382,-0.0030608492,-0.000425115,0.22473629,0.012197995,-0.0014161034,-0.0027705366,-0.0003424673,0.1216014,-0.0020513705,0.100827016,0.16950652,-0.0014825423,0.28535005,0.268637,0.01914807,-0.001633924,0.17535289,-0.00011733347,-0.00026652977,-0.0023602757,-0.0011084782,-0.00419983,0.1114168,-0.0006064495,-0.0010999632,-0.0016639952,-1.1361844e-05,-0.00094479084,0.51509374,-0.0016301712,0.06550848,-0.0022701365,-0.00038839396,-0.00068035134,-0.0003343894,-0.00012977162,0.0516046,0.2531561,0.28408715,-0.00079660193,-0.001991069,0.11909575,-0.0013293538,0.025710337,0.06278355,0.08444414,-0.00012396196,-2.7681117e-05,-0.0015149891,-0.0031301135,-0.00045385576,0.14378458,-0.0019018371,0.2937254,0.11671675,-0.0006081132,0.21879102,-0.0012352769,-4.323105e-05,-0.00040273732,0.13640392,-0.0006676785,-0.0018138564,0.03734748,-0.0006777548,-0.0004140287,-0.000104244675,-0.0005473522,-0.0010053538,-0.001826352,0.061556533,-0.002828747,0.19976638,0.0005690396,0.032699786,0.07273466,0.044523355,0.22882769,-0.004336077,0.3223867,-0.00078793254,0.164544,-0.0008777344,0.0071065216,-0.0006017833,0.24935046,0.10781546,0.24339435,-0.00067550055,-0.0006902155
4,-0.15948863,-0.056327973,-0.21814997,0.12624131,-0.17249995,0.07086992,0.09721895,0.16828051,-0.1683547,-0.013883927,0.22635324,-0.038148712,0.0920608,-0.07570977,-0.13607529,-0.1253839,-0.15722501,0.2347752,0.21425244,0.08623224,-0.028754018,0.04128435,-0.10207941,0.08047484,-0.1428901,0.04134104,-0.050248973,-0.04957427,-0.0022623853,-0.06944613,0.115739085,-0.1768251,-0.06327005,-0.13725686,-0.072162256,0.09943286,-0.15344448,-0.06665549,0.039176997,0.11249496,0.10327397,0.23593526,0.12068313,-0.038659837,0.11774962,-0.1222737,-0.08862142,-0.068956524,0.089665025,0.17932168,-0.039750464,-0.03393321,0.05040363,-0.13041505,-0.012049102,0.21882764,0.059948083,-0.002430616,-0.11711027,-0.11427236,-0.22285187,0.11102782,-0.07417373,-0.1853006,-0.0011419167,-0.0015990379,-0.0006065308,-0.003279778,-0.0023796898,-0.0021867112,-0.00057718164,-0.0030171513,-0.0041323137,-0.001773681,-0.003475397,-0.0018798317,-0.0028176585,-0.0017943201,-0.0011662864,-0.001407946,0.12241081,0.34634137,-0.002249323,0.024558373,-0.0053520245,0.1382865,0.12143463,-0.003247305,-0.00058565516,-0.0042370497,-0.00036103916,-0.0037083882,0.60379845,-0.00239697,-0.0006181619,-0.00028422673,-0.00047745442,-0.0005268439,0.035825823,0.036443096,-0.00090979895,-0.0018279005,-0.0024306804,0.013885997,0.14826097,-0.00045024423,-0.0015521118,-0.0029834406,-0.0016566506,0.47601548,-0.0025005175,-0.002185561,-0.0004629433,-0.0019264343,0.19092439,0.0193047,-0.00039748068,-0.0032801083,-0.0009751394,0.38528782,0.16716409,-0.0009415361,0.033821773,-0.002823831,0.006706615,-0.0017311298,-0.001968478,-0.0014393365,0.10346377,-0.00063937256,0.657237,-0.0022599234,-0.00046307818,-0.0045291446,-0.0015481483,-0.004992914,-0.002301741,-0.0015209725,-0.00043139278,-0.0064617204,0.11572253,-0.00166769,-0.0033807135,0.065359764,-0.0009984187,0.039415862,-0.0017003148,-0.0004821375,-0.0021069478,-0.00054904405,-0.001985532,-0.007166942,-0.0014625373,0.0043655587,-0.0060247695,0.2549488,0.10141472,-0.0010746222,-0.00417821,-0.004581747,-0.005256739,-0.0011585186,0.18609214,-0.0008206519,-0.0016525629,-0.0027392646,-0.0007222584,-0.00048744114,-0.0028127916,-0.0029913613,-0.0036047914,-0.004648479,-0.002071996,-0.005942805,-0.0040795994,-0.0011132718,-0.0011018957,-0.009039672,0.01149176,-0.00040080328,-0.007227417,-0.010432153,-0.0020304436,-7.848699e-05,-0.0005584948,-0.0004169622,-0.0015405216,0.23071289,-0.002201547,0.61168313,-0.0012771243,-0.0010295723
5,0.1691486,-0.14096552,0.04476188,0.009069546,0.05265657,0.13831481,-0.20908204,-0.085692935,0.2101207,0.06746143,-0.33242616,0.10827498,0.02425796,-0.035978753,0.098856166,0.10165237,0.068262905,-0.011085502,0.011875467,0.008183033,0.21418686,-0.10567165,-0.052654624,0.15134145,0.13433395,-0.069303416,0.12821618,-0.0053619496,0.013853839,0.12460147,-0.09659702,0.009356345,0.0048451223,0.14210117,0.020615488,0.034474287,0.034108203,0.0605025,0.039244317,-0.06758041,0.08632991,-0.0029180145,0.014599234,-0.018605974,0.09611103,0.0726523,-0.14239629,-0.04445846,0.109936826,-0.024831569,0.040795185,0.18969262,0.051199514,-0.0330085,-0.092246465,-0.026253415,-0.020360837,-0.052071754,0.030380582,0.011685439,0.09144491,-0.07167748,-0.020878913,-0.059492376,-0.003746565,-0.0070675835,-0.0035492782,-0.0032226085,-0.002255411,-0.0060878443,0.048666604,-0.0054613254,0.5466032,-0.0051038656,-0.0029659667,-0.004850922,-0.0005525595,0.07626494,-0.004558183,-0.0037188437,-0.00024574483,-0.0016365919,-0.0030482255,-0.0025726375,-0.0034028369,-0.0007836081,-0.0016688063,0.13023101,-0.002933964,0.2671298,-0.007821976,-0.0020649463,-0.005347519,-0.0002644289,0.040899817,-0.0036621767,-0.0021585356,0.54192615,-0.0010824171,0.34536448,-0.00315804,-0.0032707837,0.24911788,-0.00064608705,-0.0013381877,-0.0031938711,-0.007880705,-0.0042973002,-0.00046215826,-0.003475473,-0.0007399693,-0.0022899904,0.26087862,-0.006328441,-0.00045032322,0.07581987,-0.0004821438,-0.0036173488,-0.0025195787,-0.0061000544,0.21413079,-0.0026575327,-0.0015792452,-0.00097600394,-0.00542268,-0.0025061443,0.054943252,0.068329155,-0.0010139027,-0.0029158462,-0.0040116473,-0.0060464307,-0.009204869,-0.012750911,-0.0039290152,-0.0066049933,-0.0020514026,-0.0010865981,-0.0033194793,0.80489457,-0.023010693,-0.002081841,-0.005935331,0.26699743,-0.0054966323,-0.00059658295,-0.0059454874,-0.0015901002,-0.0076916073,-0.002999485,-0.007536142,-0.01154216,-0.0068895267,-0.0038098139,-0.009994381,0.030363463,-0.0126359565,-0.0024439918,-0.001586612,-0.004449505,-0.012537627,-0.0035584418,0.50775075,-0.0027297693,-0.0031353806,-0.0029624114,-0.00034720515,-0.0052229636,-0.009005468,-0.0047522816,-0.0064297174,-0.008630715,-0.003157256,-0.0069965827,-0.012772801,-0.0041397735,-0.003966157,0.111109324,-0.012817744,-0.0024334816,-0.010294355,0.081209764,-0.009148037,-0.0071021067,-0.0017907829,-0.008819092,-0.0016869091,-0.015344148,-0.001135268,-0.008654144,-0.0037255567,-0.006032284
6,-0.13557129,-0.4215181,-0.3285289,-0.38041383,-0.2572235,-0.31992325,0.29619268,-0.23765245,-0.24877964,-0.17413653,0.43194434,-0.044065,0.8694928,0.6530147,-0.649985,0.023415996,-0.18693592,0.62145305,0.8063975,-0.34096503,0.1350563,0.3042728,-0.1061279,0.414846,-0.39203292,0.52320844,-0.06910492,0.3769645,0.2312515,0.17050247,0.13494769,-0.20157917,0.25499848,0.04512557,0.3200225,-0.2070558,-0.72534823,0.51327413,-0.3385441,0.46845382,0.46190766,0.34553328,-0.3374745,-0.43322298,0.35199493,0.42450398,0.532952,-0.55823636,0.5437035,-0.036855634,-0.38947377,-0.04448131,-0.20014188,-0.27881378,0.110106744,0.51701564,0.28700316,-0.12254183,0.31898504,-0.45923865,-0.23428604,0.09354043,-0.22096208,-0.29431835,-0.0010921814,-0.0014018205,-0.0011422584,-0.005656036,-0.0010622112,-0.0016803043,0.06216255,-0.0010227693,-0.0011359625,-0.0018522692,-0.0038701687,-0.0020186484,-0.00422622,0.019569611,0.017579034,-0.0011545704,0.071665324,0.22396855,-0.0052294666,-0.0003990838,-0.0012288778,0.11576646,0.20334885,-0.0028241512,0.1478562,0.006235113,-0.00059237715,-0.00725486,0.3407641,-0.0043934337,0.094322406,0.016214168,-0.0031664732,0.28704715,0.094297536,0.029876115,-0.0013547784,-0.0011048178,-0.001218923,0.43789107,0.1295864,0.0706878,-0.00052315486,-0.0055076713,0.18239415,0.23261125,-0.0035037657,-0.0005189027,-9.83656e-05,-0.0013353826,0.19349973,0.04161705,-0.001789913,-0.0010019037,-0.00040735875,0.18173394,0.27593657,-0.0024007782,0.32312185,-0.006650821,-0.0005621793,-0.001687763,-0.0029795074,0.3033964,0.23472932,-0.0007811732,0.4852376,-0.0032200776,0.055682324,-0.004963634,-0.0011017873,-0.0037440069,-0.0008755353,-0.00039569382,-0.00045719417,-1.888077e-05,-0.000696062,-0.0016661193,-0.0021474755,0.20889904,-0.0002470097,0.23406735,-0.00086629,0.0018823149,-0.0011285652,-0.0017373585,-0.0036586847,-0.0058710645,-0.0005345345,0.0135872,-0.006229093,0.26948407,0.3597063,-0.001014672,-0.0010090149,-0.0033206863,-0.0012993566,-0.00042098356,0.37664762,-0.00033640562,-0.0021373527,-0.00051002577,0.024319056,-0.00060829846,-0.0013455204,-0.0012754502,-0.0025134059,-0.003885935,-0.00052607857,-0.0047113798,-0.0019920373,0.009616458,-0.00025902403,0.19948961,0.28821334,0.09684968,-0.0064046234,-0.0037259532,-0.004540632,0.09815901,-0.0010409424,-0.00059504405,-0.0008574442,0.15984221,-0.0015491091,0.3089258,-0.0025742138,-0.0009908223
7,-0.12941426,-0.07444793,0.039808277,-0.14332473,-0.22003716,-0.01974387,0.2612564,-0.24997388,-0.23197566,-0.026980702,0.31191418,0.0013750229,0.27058402,-0.06695936,-0.121476315,0.16697441,0.27629355,-0.01259218,0.13624239,-0.106320925,-0.021288175,-0.0351399,-0.1351394,-0.043311663,-0.11330609,0.09211522,-0.2976259,-0.058563404,0.40197065,-0.11338421,0.016676605,-0.17825435,0.07917656,0.07136349,0.25626853,-0.11071449,-0.32110515,0.24460529,-0.12336649,0.08744368,0.34809348,-0.13458192,-0.036753606,-0.3157729,0.21904325,0.19677973,0.42848453,-0.16247655,0.38612747,-0.05193658,-0.40291637,-0.42443976,-0.31109288,-0.37134853,-0.08535988,-0.09247837,0.26295492,0.15170456,-0.008488216,-0.28114408,0.09462418,0.25524473,0.17751867,-0.05654833,-0.00023077887,-0.0016667399,-0.0015713591,-0.004069343,-0.0015131477,-0.0014958603,-0.0012342869,-0.001979078,0.05290189,-0.0015856179,-0.005134788,-0.0016785621,-0.0031762626,-0.0020552715,-0.00092417013,-0.0011867424,0.21006882,-6.7784526e-06,-0.0017299773,0.27944177,-0.0011116004,0.17149785,0.30965742,-0.0017659828,0.095100485,0.5318049,0.30458164,-0.0047106915,-0.001016758,-0.0026182344,0.07268732,0.079445444,-0.0003548235,0.08439534,0.20738217,0.27420822,-0.00032012915,-0.0013717066,-0.0029995423,-0.0019534833,0.022441586,-0.0008718116,-0.0016638928,-0.003657634,0.07246624,-0.0014916955,-0.0014989577,0.13608375,0.21835889,-0.0012930548,0.16819833,0.17444114,-0.0011843266,-0.0015014448,0.24320216,-0.0009716419,-0.00023717993,-0.002409632,-0.0021245582,-0.0049312916,0.19523755,-0.0012531977,-0.001746704,-0.0009180194,-0.0017850334,-0.0008511326,0.28108686,-0.0020359,0.24418876,-0.0036185335,-0.00074938114,-0.00078246737,-0.0001008804,-0.00090813806,0.048941247,0.26367694,0.33293402,-0.0015350577,-0.0022846793,-0.0010277189,-0.0014092983,-0.0016060071,0.013188557,-0.00024928225,0.07020637,-0.0008293217,-0.0021296113,-0.0024529435,0.031181058,0.08752583,-0.0020681834,0.052924275,-0.00082523876,-0.0014112461,0.29899606,-0.0009579565,0.19726235,0.059967283,-0.00078124093,-0.0014966646,-0.002425509,0.07698233,-0.000647471,-0.0005016401,0.14571463,0.10786522,-0.001167354,-0.002073035,-4.6071655e-05,-0.0038372301,0.368704,0.041190498,0.0811545,0.05584131,0.009083471,0.35369846,-0.0060569867,0.43210047,-0.0011795823,0.002535846,-0.0007714,0.03196457,-0.00041649028,0.094587766,0.1277621,0.07545974,-0.0007073656,-0.0012632869
8,-0.049391117,-0.46107483,0.22262375,-0.67051095,-0.20938784,-0.4528914,0.04352259,-0.42937598,-0.19455346,-0.2668563,0.119226985,0.066618696,0.32350305,0.4485107,-0.37118906,0.36753863,0.0030515168,0.38280967,0.5080619,-0.41034433,0.26303098,0.25276625,0.39433095,0.38593227,-0.10699056,0.33672848,-0.00902933,0.20677966,0.27591822,0.11857264,-0.03484336,-0.072123095,0.3499757,0.46936756,0.2842662,-0.5084007,-0.39803475,0.44244584,-0.45511264,0.24902503,0.382866,0.0028648325,-0.5796248,-0.2336475,0.15098035,0.5963526,0.49833876,-0.34662345,0.39130408,-0.13263203,-0.12070492,-0.06449817,-0.10358416,-0.16684346,0.23254655,0.47844142,0.3785347,-0.15793832,0.433534,-0.41658568,0.17672722,0.05789976,-0.1572426,-0.34782004,-0.0015601871,-0.0012351213,-0.002001871,-0.006304723,-0.0012266529,-0.001961123,-0.00045418853,-0.00015715735,0.21643285,-0.0031555688,-0.0046956255,-0.0015808184,-0.0035597088,0.08121862,0.0029004335,-0.00158484,0.07546934,-0.0009720589,-0.005304033,-0.0006852987,0.14102952,0.10667072,0.060462043,-0.0017811295,0.22352093,0.38769963,-0.0015016821,-0.007708515,-0.001800866,-0.004659283,0.18537107,0.114191376,-0.0036841603,0.35484043,0.0488208,0.009687406,-0.0011628929,-0.0010126471,-0.0005339215,0.32800597,-0.0010365398,-0.00021740356,-0.0020474007,-0.0058719707,0.42360333,-0.0021727032,-0.0032149607,0.011612167,0.09403905,-0.000966371,-0.00021201961,-0.000198351,-0.0019304287,-0.00042302973,0.04586272,-0.0020297768,0.12784275,-0.0031359983,0.2293284,-0.0072710766,-0.0011129064,-0.0020988851,-0.0017201791,0.40305182,0.13677612,-0.0018171363,-0.00050573546,-0.0031693417,0.20265575,-0.006416386,-0.0012233042,-0.0032794173,-0.0003786609,-0.0009487706,-5.826603e-05,0.2881844,-0.0016422222,-0.0016068199,-0.0024008353,0.08207007,-0.0010397562,0.12847018,-0.00036881567,0.055999093,-0.0006794013,-0.0026669025,-0.004673061,-0.004263081,0.074690595,-0.0005501847,-0.007195241,0.10666971,0.14051974,-0.0009575096,-1.9267784e-05,-0.0024861626,0.27862212,0.11768135,0.2758547,-0.000444058,-0.0022979008,0.09545118,0.19147632,-0.0010971611,0.0049196477,0.12991214,-0.0022569252,-0.004129173,-0.0017408921,-0.0059236363,-0.000418242,0.013285389,-0.00016294085,0.687301,0.1252706,0.26543817,-0.008268351,0.060702883,-0.0064709755,-0.00093063124,-0.0012829015,-0.0010810979,-0.00059556984,-0.002301549,0.024595711,0.02141156,-0.0034018746,-0.0005716072
9,0.107634775,-0.05280032,0.12745124,-0.1897108,0.14376116,-0.064273365,0.016218362,-0.2713868,0.046635967,0.01202881,-0.40024626,0.17086554,0.13245858,0.17645358,-0.11161127,0.08109719,0.02858212,0.012577429,0.1898476,-0.2231877,0.006059581,-0.032487724,0.15492469,0.27855188,0.0821878,0.16949268,0.06732102,0.12455394,0.17016213,0.06400049,0.20002484,0.14324568,0.14219841,0.21491596,0.13702059,0.02179305,-0.23791134,0.28222865,-0.010739971,-0.0011517485,0.23648013,-0.21113834,-0.38304752,-0.031651426,0.032745767,0.627809,0.17970634,-0.017587947,0.09258171,-0.2009859,-0.13283254,-0.011145996,0.017498702,0.07473395,0.15206487,0.008397309,0.05804792,-0.16706346,0.16487779,0.055961724,-0.052616224,0.014772855,0.073183194,0.092518725,-0.0021152447,-0.0040173046,-0.0020532114,-0.002978944,-0.0015568,-0.0031392146,-0.0022055835,-0.0024770242,0.48880944,-0.001985038,-0.0026836155,-0.0025331583,-0.0015090095,0.071412176,-0.0010882834,-0.0012206926,-0.00092747924,-0.0021412228,-0.0026961507,-0.0014210214,-0.0006160605,-0.00017694566,0.061062794,-0.00017825428,0.00763799,0.3203666,-0.0021963632,-0.0034889004,-0.004873331,-0.0017009359,0.23400432,-0.0010851384,-0.004882947,0.46577668,0.054308422,0.11793114,-0.001352998,-0.0025733185,-0.0009817813,0.25749364,-0.000646129,-0.00036040175,-0.0044949073,-0.0029179524,0.4353258,-0.004845246,-0.00094139704,-0.00032851595,0.09174096,-0.0017259573,-0.00095520815,-0.0005412823,-0.002742721,-0.0002624745,-0.00049930514,-0.004530118,0.09669021,-0.001295368,0.08016074,-0.0035475257,-0.0016434182,-0.002562016,-0.0030182686,0.28405368,0.09565066,-0.001361085,-0.0005520862,-0.004114685,-0.0020061044,-0.008788675,-0.0018724408,-0.004764304,-0.0009881821,-0.00048257978,-0.0002950239,0.5405162,-0.0048312796,-0.002629234,-0.004171556,-3.7606973e-05,-0.0023656676,0.070894524,-0.002521008,-0.0008161659,-0.003938074,-0.0022018214,-0.0070868414,-0.0061960365,-0.0014836986,-0.0013156056,-0.007760795,0.043179244,-0.00250244,-0.0008739816,0.08058366,-0.0029363087,-0.00079884025,-0.0004124728,0.43033466,-0.0009516614,-0.0032286108,-6.364586e-06,-0.00020926,-0.0036351057,-0.0028217114,-0.0010502033,-0.003688962,-0.0057781637,-0.0017225331,-0.0065179467,-0.0035432687,-0.00015904692,-0.002344645,0.6397955,-0.002538751,0.08748893,-0.008622541,0.2870837,-0.0059120627,-0.002254203,-0.0008392825,-0.003212856,-0.0010612061,-0.005874001,-0.00022529255,-0.0012419259,-0.0024816107,-0.0037542258
